as_of_date,category,stock_quantity,days_until_expiry,original_price,candidate_price,discount_pct,recent_7d_velocity,previous_23d_velocity,weekday,observation_count,units_sold_before_expiry
2026-02-11,Meat,32,29,131.35,85.38,35,0.9856,0.8614,2,17,32
2026-02-12,Bakery,43,8,46.01,27.61,40,1.4457,2.3701,3,26,28.95
2026-02-13,Seafood,27,8,185.7,111.42,40,1.0964,1.2108,4,10,21.0
2026-02-14,Produce,24,4,423.94,339.15,20,2.5058,2.3156,5,27,17.14
2026-02-15,Deli,7,15,194.8,175.32,10,0.7312,0.7067,6,24,7
2026-02-16,Produce,69,8,155.08,116.31,25,1.9491,2.5162,0,6,33.57
2026-02-17,Bakery,11,10,171.57,102.94,40,1.711,2.5471,1,25,11
2026-02-18,Bakery,22,25,469.7,328.79,30,2.0481,1.5105,2,13,22
2026-02-19,Produce,53,25,414.09,372.68,10,1.8311,1.9684,3,17,53
2026-02-20,Seafood,60,15,280.42,238.36,15,0.9952,1.6231,4,14,29.14
2026-02-21,Grocery,40,17,150.12,90.07,40,0.5364,0.7769,5,27,21.22
2026-02-22,Dairy,57,27,369.67,240.29,35,2.4232,1.2635,6,7,57
2026-02-23,Meat,64,11,128.85,77.31,40,1.2094,0.8746,0,6,22.51
2026-02-24,Deli,66,19,198.87,169.04,15,0.6738,0.8661,1,6,20.99
2026-02-25,Meat,74,13,392.66,314.13,20,1.4308,1.0562,2,29,24.39
2026-02-26,Bakery,74,11,199.94,149.95,25,0.4934,0.4015,3,5,9.67
2026-02-27,Grocery,50,28,57.76,40.43,30,1.2148,0.8394,4,10,50
2026-02-28,Meat,52,14,36.38,21.83,40,1.3749,0.9513,5,25,42.33
2026-03-01,Deli,25,13,370.4,259.28,30,0.4187,1.1794,6,20,12.1
2026-03-02,Deli,13,21,462.75,277.65,40,1.0917,2.0293,0,5,13
2026-03-03,Grocery,46,1,31.24,26.55,15,0.9255,1.096,1,24,1.14
2026-03-04,Bakery,75,13,287.11,215.33,25,2.0229,1.6444,2,11,46.84
2026-03-05,Produce,52,16,357.05,357.05,0,1.4255,1.8722,3,20,22.79
2026-03-06,Dairy,65,23,410.16,307.62,25,3.2306,1.7429,4,7,65
2026-03-07,Meat,39,13,340.61,272.49,20,0.7665,1.657,5,3,21.97
2026-03-08,Seafood,57,5,481.83,337.28,30,1.4141,0.8138,6,15,8.57
2026-03-09,Produce,26,27,80.37,64.3,20,1.5414,1.4319,0,6,26
2026-03-10,Meat,51,24,495.23,321.9,35,0.9574,1.1524,1,15,47.6
2026-03-11,Dairy,25,9,410.37,410.37,0,1.85,2.081,2,7,20.55
2026-03-12,Dairy,31,22,152.62,152.62,0,2.9104,2.091,3,20,31
2026-03-13,Dairy,56,29,256.91,256.91,0,0.1134,2.2476,4,22,26.69
2026-03-14,Bakery,22,11,326.94,245.2,25,1.9253,1.5486,5,9,22
2026-03-15,Dairy,47,25,54.77,41.08,25,2.1998,2.0851,6,16,47
2026-03-16,Deli,51,5,411.44,370.3,10,0.8993,1.117,0,5,5.62
2026-03-17,Meat,48,19,374.16,243.2,35,0.7238,1.4671,1,14,30.42
2026-03-18,Meat,23,25,328.7,197.22,40,0.9523,0.8058,2,12,23
2026-03-19,Meat,6,2,127.76,89.43,30,0.6208,1.3072,3,28,2.85
2026-03-20,Deli,11,11,371.09,296.87,20,1.5601,0.6529,4,24,11
2026-03-21,Deli,73,29,214.68,182.48,15,1.5435,1.5343,5,10,73
2026-03-22,Meat,41,1,247.69,198.15,20,1.2372,1.0672,6,26,2.31
2026-03-23,Produce,13,23,202.55,121.53,40,1.7451,1.7028,0,7,13
2026-03-24,Deli,17,3,148.84,89.3,40,0.7354,1.1344,1,7,5.68
2026-03-25,Seafood,4,23,162.52,113.76,30,0.7047,0.8358,2,23,4
2026-03-26,Grocery,15,14,269.07,269.07,0,0.7985,0.4863,3,26,9.35
2026-03-27,Produce,64,18,483.39,435.05,10,1.9968,1.6988,4,13,59.21
2026-03-28,Bakery,35,3,133.7,80.22,40,1.4236,1.7282,5,18,15.03
2026-03-29,Seafood,12,18,285.68,257.11,10,1.2433,1.2866,6,23,12
2026-03-30,Meat,57,11,168.07,117.65,30,1.1507,0.4709,0,29,14.63
2026-03-31,Bakery,57,5,415.43,332.34,20,2.2398,1.8346,1,5,22.09
2026-04-01,Deli,25,9,360.7,288.56,20,1.3089,1.2072,2,19,18.06
2026-04-02,Grocery,45,28,488.98,342.29,30,1.1072,1.0494,3,13,45
2026-04-03,Seafood,24,5,161.95,145.75,10,1.3574,1.1695,4,4,11.08
2026-04-04,Bakery,12,11,146.64,124.64,15,1.9103,3.3316,5,15,12
2026-04-05,Grocery,34,29,122.76,104.35,15,1.4731,1.4249,6,13,34
2026-04-06,Dairy,78,28,86.98,73.93,15,1.6308,1.9192,0,23,65.18
2026-04-07,Bakery,8,4,428.91,386.02,10,1.8248,1.3852,1,6,8
2026-04-08,Dairy,25,8,197.72,128.52,35,1.85,1.7155,2,9,25
2026-04-09,Dairy,79,8,145.73,94.72,35,1.2968,1.1342,3,15,20.85
2026-04-10,Deli,41,25,314.47,204.41,35,1.4633,1.2593,4,21,41
2026-04-11,Meat,57,14,116.83,99.31,15,1.0821,0.5664,5,16,18.72
2026-04-12,Seafood,63,15,321.92,257.54,20,0.7521,0.8411,6,23,20.44
2026-04-13,Produce,25,12,320.37,256.3,20,1.1778,2.8944,0,15,25
2026-04-14,Grocery,45,12,292.29,263.06,10,1.2923,0.944,1,15,21.38
2026-04-15,Dairy,34,12,439.36,439.36,0,1.1018,1.1811,2,28,12.99
2026-04-16,Deli,34,8,217.05,151.94,30,1.5145,1.5987,3,27,26.75
2026-04-17,Deli,53,30,231.29,161.9,30,1.0098,0.9165,4,25,53
2026-04-18,Grocery,76,5,286.94,200.86,30,0.7966,0.9978,5,9,7.23
2026-04-19,Produce,52,25,259.58,220.64,15,1.8116,2.5213,6,30,52
2026-04-20,Produce,56,23,476.68,381.34,20,2.4926,1.8141,0,24,56
2026-04-21,Deli,73,14,181.05,117.68,35,1.2126,1.6726,1,26,35.22
2026-04-22,Meat,40,5,293.62,234.9,20,1.1925,0.6887,2,27,6.17
2026-04-23,Meat,12,26,222.26,155.58,30,1.4686,0.7203,3,28,12
2026-04-24,Meat,28,21,354.95,319.45,10,1.0999,1.1702,4,28,28
2026-04-25,Dairy,19,16,205.28,123.17,40,1.1722,0.7753,5,11,19
2026-04-26,Meat,57,20,411.9,411.9,0,0.1883,0.9299,6,26,7.63
2026-04-27,Deli,29,19,80.97,72.87,10,1.6196,1.1524,0,28,29
2026-04-28,Seafood,53,15,112.37,84.28,25,1.4084,1.1364,1,29,28.05
2026-04-29,Produce,52,6,425.16,318.87,25,1.6007,2.5072,2,6,22.86
2026-04-30,Grocery,77,5,433.77,325.33,25,0.8866,1.3002,3,21,7.88
2026-05-01,Deli,13,17,496.9,447.21,10,1.381,1.5381,4,21,13
2026-05-02,Grocery,55,3,239.46,239.46,0,0.7044,0.4653,5,10,3.1
2026-05-03,Dairy,31,11,310.04,310.04,0,1.9124,1.7738,6,21,22.72
2026-05-04,Bakery,54,4,393.63,314.9,20,2.7677,1.408,0,21,14.06
2026-05-05,Bakery,13,25,117.48,93.98,20,1.7303,2.226,1,29,13
2026-05-06,Grocery,29,22,479.57,359.68,25,1.0771,0.865,2,4,29
2026-05-07,Seafood,72,19,403.64,302.73,25,0.9957,0.9511,3,22,33.27
2026-05-08,Dairy,12,2,497.14,447.43,10,1.7422,1.5518,4,12,5.16
2026-05-09,Meat,78,21,339.89,305.9,10,1.1163,0.9979,5,8,30.16
2026-05-10,Bakery,70,5,291.87,189.72,35,3.0493,2.544,6,15,26.2
2026-05-11,Meat,12,2,441.18,441.18,0,1.1048,1.2842,0,11,3.44
2026-05-12,Meat,45,29,168.62,126.47,25,0.915,1.945,1,9,45
2026-05-13,Deli,12,7,227.1,136.26,40,0.6258,0.9853,2,21,6.36
2026-05-14,Bakery,72,7,206.52,185.87,10,1.9341,1.5231,3,30,19.39
2026-05-15,Produce,14,29,400.59,360.53,10,2.1092,2.3096,4,12,14
2026-05-16,Seafood,5,27,498.27,373.7,25,0.4996,1.2338,5,3,5
2026-05-17,Dairy,69,30,288.93,260.04,10,1.4353,1.7199,6,23,61.61
2026-05-18,Deli,20,11,456.6,410.94,10,0.8073,1.2697,0,16,9.46
2026-05-19,Grocery,68,28,200.04,130.03,35,0.8976,1.3051,1,28,47.87
2026-05-20,Bakery,66,2,168.29,151.46,10,1.5143,1.511,2,28,3.15
2026-05-21,Meat,24,10,143.51,121.98,15,1.3308,1.2834,3,5,21.63
2026-05-22,Deli,45,7,49.41,32.12,35,1.3958,1.4253,4,5,21.63
2026-05-23,Grocery,35,18,411.72,288.2,30,1.1537,1.23,5,12,35
2026-05-24,Bakery,20,1,325.67,244.25,25,1.0625,0.8213,6,25,1.96
2026-05-25,Grocery,72,19,308.68,231.51,25,0.2295,0.9141,0,12,10.24
2026-05-26,Meat,79,19,129.93,129.93,0,1.3969,1.2533,1,23,26.03
2026-05-27,Produce,46,24,230.53,161.37,30,3.4488,1.5,2,19,46
2026-05-28,Deli,21,29,429.58,365.14,15,1.5859,0.6523,3,17,21
2026-05-29,Dairy,54,13,88.3,61.81,30,1.4005,1.5579,4,3,40.7
2026-05-30,Produce,13,2,164.68,123.51,25,2.0596,2.3259,5,29,10.22
2026-05-31,Grocery,56,17,434.04,325.53,25,1.5259,1.1173,6,3,31.46
2026-06-01,Bakery,55,21,219.36,219.36,0,2.1872,1.0449,0,28,27.38
2026-06-02,Seafood,65,4,89.4,75.99,15,1.222,0.9134,1,6,7.03
2026-06-03,Deli,23,28,91.5,77.77,15,1.8265,0.9846,2,20,23
2026-06-04,Dairy,4,10,279.62,167.77,40,1.3584,1.7318,3,21,4
2026-06-05,Meat,7,10,25.61,23.05,10,2.6687,1.6341,4,11,7
2026-06-06,Grocery,17,20,133.38,120.04,10,0.7687,0.3251,5,30,17
2026-06-07,Seafood,27,11,176.38,105.83,40,0.9634,1.0455,6,23,21.03
2026-06-08,Meat,19,19,463.68,463.68,0,1.2065,0.7584,0,24,19
2026-06-09,Deli,74,16,490.76,294.46,40,1.6392,1.1134,1,20,49.51
2026-06-10,Bakery,12,28,36.27,27.2,25,2.2153,2.0667,2,10,12
2026-06-11,Deli,45,3,439.0,373.15,15,0.4526,1.2982,3,6,1.81
2026-06-12,Produce,39,9,248.03,161.22,35,2.1778,1.5297,4,4,39
2026-06-13,Dairy,68,3,345.21,276.17,20,1.316,1.8157,5,14,8.19
2026-06-14,Grocery,74,30,330.18,330.18,0,0.884,0.8088,6,24,21.39
2026-06-15,Dairy,31,4,416.36,249.82,40,1.1761,1.4963,0,10,14.18
2026-06-16,Seafood,54,24,308.22,308.22,0,0.7812,1.1201,1,18,20.0
2026-06-17,Seafood,78,12,296.78,296.78,0,1.1594,0.6905,2,21,11.91
2026-06-18,Produce,56,1,311.3,202.35,35,1.7975,1.923,3,19,3.5
2026-06-19,Meat,72,26,228.85,148.75,35,1.8786,1.195,4,13,72
2026-06-20,Grocery,33,15,135.93,101.95,25,0.4885,1.4596,5,17,22.21
2026-06-21,Grocery,31,3,223.67,201.3,10,1.1526,0.806,6,4,6.07
2026-06-22,Dairy,31,12,326.63,244.97,25,1.7876,2.1775,0,22,31
2026-06-23,Seafood,40,13,152.94,91.76,40,0.7758,0.9474,1,8,18.46
2026-06-24,Deli,4,26,277.46,235.84,15,1.214,1.398,2,19,4
2026-06-25,Bakery,7,25,155.11,93.07,40,2.2356,1.6832,3,26,7
2026-06-26,Deli,34,11,472.59,307.18,35,0.8977,1.0109,4,30,21.34
2026-06-27,Meat,6,30,207.48,124.49,40,1.4629,0.8029,5,8,6
2026-06-28,Deli,50,6,239.78,191.82,20,1.4906,1.1949,6,13,11.49
2026-06-29,Produce,40,20,195.45,156.36,20,1.1866,2.3065,0,20,40
2026-06-30,Seafood,70,5,208.77,208.77,0,0.772,1.4846,1,8,5.68
2026-07-01,Produce,79,20,68.06,57.85,15,2.5759,2.4077,2,8,79
2026-07-02,Meat,19,5,37.56,33.8,10,0.6985,1.3268,3,14,5.8
2026-07-03,Produce,78,8,108.64,70.62,35,0.4915,1.6954,4,30,18.56
2026-07-04,Seafood,53,1,130.11,110.59,15,1.122,0.4916,5,10,1.83
2026-07-05,Meat,67,6,46.45,32.52,30,1.0648,1.2888,6,16,11.89
2026-07-06,Bakery,77,22,48.16,38.53,20,1.5294,1.5086,0,18,48.44
2026-07-07,Bakery,10,20,25.98,25.98,0,1.3033,2.0881,1,13,10
2026-07-08,Grocery,51,4,94.46,66.12,30,0.6024,1.3342,2,19,5.08
2026-07-09,Produce,48,12,485.67,364.25,25,2.7998,2.6555,3,22,48
2026-07-10,Seafood,21,29,132.78,99.59,25,0.9788,0.6614,4,26,21
2026-07-11,Dairy,52,3,334.17,200.5,40,1.1534,0.7332,5,27,8.44
2026-07-12,Bakery,45,10,204.0,122.4,40,1.6788,0.7752,6,6,28.42
2026-07-13,Meat,48,10,118.01,106.21,10,1.332,1.5307,0,18,14.38
2026-07-14,Grocery,57,14,186.49,130.54,30,1.1753,1.3033,1,7,30.56
2026-07-15,Bakery,76,26,101.06,90.95,10,1.4025,2.1383,2,18,50.68
2026-07-16,Meat,55,2,339.54,339.54,0,1.2613,1.3058,3,23,2.15
2026-07-17,Meat,59,22,36.42,21.85,40,0.7583,0.9499,4,10,39.32
2026-07-18,Dairy,28,5,349.88,314.89,10,0.824,1.3545,5,29,8.0
2026-07-19,Produce,39,17,332.38,232.67,30,2.166,0.8663,6,5,39
2026-07-20,Bakery,22,10,312.98,250.38,20,1.9512,1.8177,0,13,22
2026-07-21,Seafood,34,30,295.65,251.3,15,0.5538,1.1951,1,5,26.89
2026-07-22,Dairy,36,5,232.74,151.28,35,1.2382,1.7108,2,20,17.45
2026-07-23,Produce,16,9,258.17,206.54,20,1.7865,2.2234,3,13,16
2026-07-24,Meat,46,3,450.37,382.81,15,1.2693,1.1385,4,29,5.43
2026-07-25,Grocery,48,26,102.74,66.78,35,1.6995,0.8504,5,17,48
2026-07-26,Seafood,31,26,438.96,307.27,30,1.0621,0.9587,6,14,31
2026-07-27,Dairy,34,26,257.28,180.1,30,1.8882,1.3175,0,27,34
2026-07-28,Grocery,63,20,489.28,366.96,25,0.5881,0.9351,1,11,19.97
2026-07-29,Seafood,76,26,161.79,113.25,30,0.8017,0.9274,2,16,37.46
2026-07-30,Produce,43,5,27.76,18.04,35,0.3623,1.2443,3,13,5.74
2026-07-31,Seafood,21,4,413.75,413.75,0,1.0512,1.2072,4,27,3.47
2026-08-01,Grocery,56,29,362.71,308.3,15,0.792,0.8751,5,17,35.87
2026-08-02,Meat,30,25,147.27,110.45,25,1.1732,1.1858,6,21,30
2026-08-03,Bakery,58,10,437.62,306.33,30,2.1286,1.5982,0,18,37.44
2026-08-04,Grocery,3,18,161.27,112.89,30,0.7167,1.4736,1,17,3
2026-08-05,Seafood,20,29,202.45,151.84,25,0.8671,0.8165,2,22,20
2026-08-06,Meat,14,5,163.99,139.39,15,1.1422,1.1327,3,23,6.84
2026-08-07,Produce,22,29,354.37,265.78,25,1.5472,2.8719,4,26,22
2026-08-08,Grocery,53,1,118.64,94.91,20,1.2174,0.722,5,28,0.53
2026-08-09,Seafood,57,17,120.22,108.2,10,1.0567,0.9605,6,29,22.28
2026-08-10,Seafood,69,2,163.78,122.84,25,0.7262,1.2486,0,27,3.78
2026-08-11,Seafood,29,18,122.18,97.74,20,0.5946,1.0378,1,28,18.94
2026-08-12,Meat,72,6,312.49,187.49,40,1.0618,1.0228,2,25,9.86
2026-08-13,Dairy,4,13,429.62,322.22,25,1.1621,1.2707,3,7,4
2026-08-14,Bakery,50,18,460.68,345.51,25,2.3579,0.8694,4,6,50
2026-08-15,Seafood,21,7,149.24,104.47,30,0.9119,0.7807,5,4,11.09
2026-08-16,Seafood,3,21,61.79,43.25,30,0.8143,0.8662,6,14,3
2026-08-17,Seafood,70,29,364.81,364.81,0,0.8036,0.8783,0,21,26.0
2026-08-18,Produce,7,25,160.77,144.69,10,1.6594,2.198,1,10,7
2026-08-19,Bakery,54,12,207.86,145.5,30,2.1881,1.9717,2,23,49.25
2026-08-20,Bakery,68,9,331.72,199.03,40,2.4708,1.6247,3,19,50.54
2026-08-21,Bakery,8,7,321.62,321.62,0,2.3105,2.1312,4,17,8
2026-08-22,Bakery,60,16,285.73,285.73,0,1.542,2.8385,5,4,39.09
2026-08-23,Dairy,62,29,400.4,360.36,10,0.9076,1.846,6,9,42.31
2026-08-24,Grocery,16,23,232.07,208.86,10,0.5267,0.5425,0,16,16
2026-08-25,Seafood,57,17,78.59,47.15,40,1.0439,0.6639,1,19,28.74
2026-08-26,Dairy,28,22,100.92,90.83,10,2.1727,1.3701,2,13,28
2026-08-27,Seafood,45,1,485.58,388.46,20,0.7289,1.0468,3,14,1.09
2026-08-28,Grocery,59,11,360.15,252.1,30,0.8977,1.0143,4,10,25.52
2026-01-01,Meat,78,21,390.97,332.32,15,1.0231,1.4203,5,27,36.86
2026-01-02,Produce,45,16,290.79,261.71,10,1.7376,1.6875,6,11,33.96
2026-01-03,Grocery,73,14,255.32,204.26,20,1.7135,1.0165,0,19,28.65
2026-01-04,Deli,23,7,452.95,271.77,40,1.4302,1.4609,1,16,23
2026-01-05,Meat,31,18,146.15,131.53,10,0.6452,0.6408,2,7,14.18
2026-01-06,Seafood,50,17,473.11,307.52,35,0.717,1.0564,3,28,27.16
2026-01-07,Meat,27,15,472.15,472.15,0,0.6158,1.0068,4,29,8.52
2026-01-08,Bakery,61,21,388.62,310.9,20,2.0306,0.996,5,8,61
2026-01-09,Grocery,63,26,247.84,223.06,10,1.4288,1.3489,6,25,43.76
2026-01-10,Produce,67,16,462.73,370.18,20,2.5919,2.815,0,3,67
2026-01-11,Grocery,13,30,94.55,94.55,0,1.2593,0.5788,1,24,13
2026-01-12,Deli,30,16,447.01,447.01,0,1.471,0.893,2,30,23.95
2026-01-13,Seafood,60,23,493.09,443.78,10,0.9277,0.3887,3,6,23.51
2026-01-14,Produce,77,19,324.68,292.21,10,0.5207,1.3276,4,16,25.22
2026-01-15,Deli,54,25,216.25,129.75,40,1.0991,1.2574,5,19,54
2026-01-16,Seafood,27,8,161.6,121.2,25,0.5978,1.2711,6,14,10.47
2026-01-17,Dairy,39,6,473.86,308.01,35,1.2933,1.1098,0,25,14.6
2026-01-18,Dairy,14,5,300.24,225.18,25,0.7788,1.5242,1,3,10.9
2026-01-19,Grocery,49,1,354.31,212.59,40,0.8272,0.7234,2,28,1.55
2026-01-20,Produce,17,19,64.24,44.97,30,1.3701,2.9085,3,4,17
2026-01-21,Bakery,22,13,224.05,224.05,0,1.4614,1.7929,4,9,21.23
2026-01-22,Produce,62,9,457.12,274.27,40,2.7421,2.8791,5,9,62
2026-01-23,Dairy,39,11,266.11,212.89,20,0.8003,2.2423,6,21,20.21
2026-01-24,Grocery,75,16,68.36,51.27,25,0.9016,0.4052,0,25,21.44
2026-01-25,Meat,55,30,492.85,320.35,35,1.45,0.7034,1,9,55
2026-01-26,Bakery,20,16,413.21,268.59,35,2.1659,1.5309,2,19,20
2026-01-27,Dairy,53,10,280.89,210.67,25,1.9425,1.0315,3,24,31.92
2026-01-28,Dairy,3,10,43.71,43.71,0,2.2255,1.2268,4,24,3
2026-01-29,Dairy,72,1,210.78,210.78,0,2.1663,1.8444,5,5,2.27
2026-01-30,Meat,74,1,388.7,291.52,25,1.1505,1.1473,6,6,2.27
2026-01-31,Grocery,28,21,371.58,297.26,20,1.3067,0.9807,0,9,28
2026-02-01,Grocery,28,20,410.62,369.56,10,1.2439,1.0856,1,4,28
2026-02-02,Meat,70,2,414.86,331.89,20,1.4815,1.2439,2,12,4.32
2026-02-03,Seafood,71,27,484.41,411.75,15,0.9174,0.1433,3,10,24.68
2026-02-04,Deli,38,23,55.62,47.28,15,1.1043,1.118,4,11,38
2026-02-05,Produce,59,8,223.15,200.84,10,1.7777,2.0296,5,8,26.05
2026-02-06,Meat,6,30,268.13,241.32,10,1.2329,1.2383,6,14,6
2026-02-07,Seafood,76,28,168.97,101.38,40,0.6135,1.4997,0,27,38.0
2026-02-08,Grocery,3,28,439.11,351.29,20,1.5878,1.2514,1,14,3
2026-02-09,Produce,30,18,345.31,276.25,20,1.9974,2.8255,2,18,30
2026-02-10,Dairy,60,20,318.9,239.17,25,1.7321,1.4733,3,12,56.22
2026-02-11,Dairy,57,22,313.04,187.82,40,1.3627,2.2317,4,14,57
2026-02-12,Produce,16,1,217.63,130.58,40,1.0389,2.4059,5,15,5.11
2026-02-13,Seafood,19,29,337.65,270.12,20,1.1133,0.7332,6,20,19
2026-02-14,Meat,48,29,36.67,23.84,35,1.5875,0.7031,0,8,48
2026-02-15,Meat,26,6,226.93,147.5,35,1.8429,0.5162,1,19,18.01
2026-02-16,Bakery,27,19,237.58,154.43,35,2.3425,2.0775,2,20,27
2026-02-17,Produce,71,20,484.54,484.54,0,1.6113,1.2292,3,10,30.98
2026-02-18,Seafood,75,11,279.34,237.44,15,0.7042,1.2374,4,13,13.64
2026-02-19,Meat,66,27,205.59,205.59,0,1.1274,0.8971,5,20,32.38
2026-02-20,Deli,71,24,36.7,36.7,0,2.0359,0.8308,6,27,43.48
2026-02-21,Grocery,52,4,181.59,145.27,20,0.8952,0.3311,0,7,2.74
2026-02-22,Meat,48,28,437.02,305.91,30,1.2512,0.7131,1,29,48
2026-02-23,Deli,57,17,43.7,30.59,30,1.4185,1.205,2,22,41.48
2026-02-24,Dairy,37,9,307.32,261.22,15,0.9342,1.4299,3,23,15.22
2026-02-25,Grocery,32,2,330.22,280.69,15,0.6501,0.9516,4,6,2.16
2026-02-26,Produce,22,29,186.45,186.45,0,2.7667,2.2786,5,11,22
2026-02-27,Dairy,5,19,215.71,151.0,30,1.3777,1.6683,6,10,5
2026-02-28,Seafood,55,7,312.25,281.03,10,0.8627,0.8642,0,28,7.16
2026-03-01,Grocery,28,21,34.41,29.25,15,1.0891,1.2011,1,15,26.31
2026-03-02,Produce,57,23,90.97,54.58,40,1.4844,2.5111,2,3,57
2026-03-03,Produce,44,26,260.04,234.04,10,1.0415,2.3553,3,12,44
2026-03-04,Grocery,79,22,199.55,129.71,35,0.6668,0.4096,4,20,26.47
2026-03-05,Grocery,29,26,196.9,147.68,25,1.5584,0.9943,5,11,29
2026-03-06,Deli,11,24,158.33,102.91,35,2.1081,0.6065,6,30,11
2026-03-07,Meat,37,7,265.67,199.25,25,0.7578,0.4982,0,24,6.08
2026-03-08,Deli,73,21,473.73,402.67,15,1.685,0.6618,1,29,43.35
2026-03-09,Deli,43,17,139.16,139.16,0,2.3381,1.6213,2,18,31.69
2026-03-10,Deli,63,17,27.17,20.38,25,1.2286,1.8196,3,22,36.21
2026-03-11,Meat,35,7,167.86,109.11,35,0.5638,1.6053,4,30,12.85
2026-03-12,Meat,48,2,36.3,27.22,25,1.0432,1.2049,5,8,4.35
2026-03-13,Meat,54,9,245.15,245.15,0,1.0966,1.3075,6,8,10.77
2026-03-14,Seafood,28,20,294.39,176.63,40,0.2397,1.0964,0,21,16.37
2026-03-15,Deli,47,9,341.8,341.8,0,1.2146,1.2428,1,5,15.15
2026-03-16,Grocery,45,5,290.57,203.4,30,1.0755,1.0535,2,3,10.58
2026-03-17,Deli,5,11,337.52,303.77,10,1.6806,1.0753,3,5,5
2026-03-18,Dairy,62,30,308.4,246.72,20,1.8941,0.8304,4,13,62
2026-03-19,Dairy,15,3,78.05,62.44,20,0.8187,1.1742,5,11,3.72
2026-03-20,Seafood,54,6,195.04,117.02,40,0.9732,0.7601,6,8,8.46
2026-03-21,Seafood,47,22,77.73,77.73,0,1.0901,0.5874,0,19,18.8
2026-03-22,Dairy,47,18,190.57,133.4,30,1.8905,1.4017,1,28,47
2026-03-23,Meat,13,27,302.69,211.88,30,0.05,1.4122,2,12,13
2026-03-24,Deli,48,27,173.52,138.82,20,0.9554,0.6834,3,18,39.63
2026-03-25,Dairy,16,18,222.47,177.98,20,1.2484,1.5055,4,6,16
2026-03-26,Seafood,14,5,342.21,205.33,40,0.667,1.1008,5,8,8.48
2026-03-27,Seafood,35,14,444.41,377.75,15,0.2742,0.9013,6,11,8.27
2026-03-28,Meat,68,4,488.46,293.08,40,1.0494,1.1349,0,21,7.51
2026-03-29,Dairy,80,3,420.32,336.26,20,1.3732,2.3606,1,22,8.3
2026-03-30,Meat,12,11,232.02,139.21,40,1.4096,0.9969,2,22,12
2026-03-31,Seafood,72,19,92.85,78.92,15,0.9571,1.2617,3,16,24.94
2026-04-01,Grocery,15,8,475.13,380.1,20,0.9521,1.2125,4,19,14.3
2026-04-02,Bakery,67,10,188.47,169.62,10,0.4029,1.3706,5,4,8.24
2026-04-03,Dairy,80,12,412.56,268.16,35,1.4522,1.6322,6,28,35.15
2026-04-04,Produce,16,8,142.0,120.7,15,1.1974,0.9922,0,17,13.65
2026-04-05,Grocery,26,15,313.03,281.73,10,1.2417,1.1718,1,23,18.72
2026-04-06,Deli,13,7,272.64,218.11,20,0.8243,1.0357,2,22,8.5
2026-04-07,Deli,13,8,446.13,379.21,15,0.9148,0.7897,3,6,7.3
2026-04-08,Deli,55,1,94.86,85.37,10,1.2649,2.001,4,22,1.55
2026-04-09,Dairy,46,13,409.23,245.54,40,1.5706,1.7603,5,24,46
2026-04-10,Meat,9,3,372.3,223.38,40,1.3622,1.1615,6,8,9
2026-04-11,Bakery,73,19,141.94,127.75,10,1.9563,1.2317,0,18,39.45
2026-04-12,Bakery,6,25,195.52,117.31,40,1.1918,1.2185,1,12,6
2026-04-13,Deli,79,28,376.73,339.06,10,1.0058,1.3703,2,3,39.32
2026-04-14,Seafood,3,6,87.19,56.67,35,1.1754,0.8844,3,20,3
2026-04-15,Grocery,7,18,446.35,334.76,25,0.533,0.5286,4,15,7
2026-04-16,Grocery,53,25,47.43,47.43,0,1.2675,0.9432,5,26,38.15
2026-04-17,Seafood,37,7,218.84,131.3,40,0.7864,0.695,6,7,13.22
2026-04-18,Dairy,57,26,282.31,254.08,10,1.8466,2.406,0,29,57
2026-04-19,Meat,19,22,237.04,213.34,10,1.7119,1.2648,1,15,19
2026-04-20,Bakery,72,4,172.49,146.62,15,2.0776,2.1952,2,24,12.77
2026-04-21,Meat,49,6,403.14,342.67,15,1.5771,1.1821,3,27,13.11
2026-04-22,Produce,69,13,82.74,53.78,35,3.0723,2.1995,4,10,69
2026-04-23,Meat,14,19,333.04,199.82,40,1.7292,1.0673,5,19,14
2026-04-24,Meat,42,23,332.81,216.33,35,0.8461,0.9992,6,3,38.45
2026-04-25,Deli,13,5,147.07,132.36,10,1.4088,0.2789,0,16,7.69
2026-04-26,Dairy,74,9,198.46,198.46,0,1.1995,1.6851,1,29,9.29
2026-04-27,Meat,16,11,110.64,66.38,40,1.4706,1.1128,2,21,16
2026-04-28,Seafood,36,3,404.31,303.23,25,0.2514,0.4924,3,16,2.78
2026-04-29,Meat,21,16,318.0,222.6,30,0.7223,1.6215,4,18,21
2026-04-30,Bakery,59,8,236.92,213.23,10,1.3928,1.4927,5,19,14.32
2026-05-01,Grocery,21,25,427.07,341.66,20,0.6947,0.846,6,29,21
2026-05-02,Grocery,59,30,283.35,283.35,0,1.2653,0.7566,0,17,33.56
2026-05-03,Bakery,72,7,426.88,256.13,40,1.7811,0.7949,1,9,29.11
2026-05-04,Produce,39,21,341.93,307.74,10,2.3263,1.6616,2,15,39
2026-05-05,Dairy,57,16,122.28,97.82,20,2.7912,1.5059,3,16,57
2026-05-06,Seafood,41,4,107.7,96.93,10,1.2646,0.7406,4,10,7.26
2026-05-07,Bakery,53,20,495.42,322.02,35,2.179,2.9791,5,11,53
